lexicon.rn	analysis	user_an	other_an	lexicon.reflex	lexicon.gloss	lexicon.gfn	languagenames.lgid	languagenames.language	languagegroups.grpid	languagegroups.grpno	languagegroups.grp	citation	languagenames.srcabbr	lexicon.srcid	lexicon.semkey	chapters.chaptertitle	num_notes
541548				a:	mouth	n.	2108	Byangsi	20	2.1.1	Western Himalayish	Sharma 2003	SRS-TBLUP	30			0
541545				a:gal	rein	n.	2108	Byangsi	20	2.1.1	Western Himalayish	Sharma 2003	SRS-TBLUP	27			0
541546	bIndic			a:m	mango	n.	2108	Byangsi	20	2.1.1	Western Himalayish	Sharma 2003	SRS-TBLUP	28			 1
541547	bIndic			a:rsi	mirror	n.	2108	Byangsi	20	2.1.1	Western Himalayish	Sharma 2003	SRS-TBLUP	29			 2
541525			65:5807,65:m	ai	dem. pro. this	adv.	2108	Byangsi	20	2.1.1	Western Himalayish	Sharma 2003	SRS-TBLUP	7			0
541519				aijamma:	these	adv.	2108	Byangsi	20	2.1.1	Western Himalayish	Sharma 2003	SRS-TBLUP	1			0
541520			65:5807	aikho	here	adv.	2108	Byangsi	20	2.1.1	Western Himalayish	Sharma 2003	SRS-TBLUP	2			0
541521				aimaŋ	these (used for human beings)	adv.	2108	Byangsi	20	2.1.1	Western Himalayish	Sharma 2003	SRS-TBLUP	3			0
541522			65:5807	aina gartɛ	like this	adv.	2108	Byangsi	20	2.1.1	Western Himalayish	Sharma 2003	SRS-TBLUP	4			0
541524			65:5807	aitɔksa:	this side	adv.	2108	Byangsi	20	2.1.1	Western Himalayish	Sharma 2003	SRS-TBLUP	6			0
541523				aiʃɛ	these	adv.	2108	Byangsi	20	2.1.1	Western Himalayish	Sharma 2003	SRS-TBLUP	5			0
541526				akhan	sickle	n.	2108	Byangsi	20	2.1.1	Western Himalayish	Sharma 2003	SRS-TBLUP	8			0
541527				akple	lips	n.	2108	Byangsi	20	2.1.1	Western Himalayish	Sharma 2003	SRS-TBLUP	9			0
541528				ald5wa:re	jaw	n.	2108	Byangsi	20	2.1.1	Western Himalayish	Sharma 2003	SRS-TBLUP	10			0
541529	bIndic			alu	potato	n.	2108	Byangsi	20	2.1.1	Western Himalayish	Sharma 2003	SRS-TBLUP	11			 3
541530				am	path	n.	2108	Byangsi	20	2.1.1	Western Himalayish	Sharma 2003	SRS-TBLUP	12			0
541531				anɛ	here	adv.	2108	Byangsi	20	2.1.1	Western Himalayish	Sharma 2003	SRS-TBLUP	13			0
541533				aptyali	childless person	n.	2108	Byangsi	20	2.1.1	Western Himalayish	Sharma 2003	SRS-TBLUP	15			0
541543	bIndic		5:e?	at5o	flour	n.	2108	Byangsi	20	2.1.1	Western Himalayish	Sharma 2003	SRS-TBLUP	25			 4
541541				ati	dem. pro. that (remote)	adv.	2108	Byangsi	20	2.1.1	Western Himalayish	Sharma 2003	SRS-TBLUP	23			0
541535				atijamma:	these	adv.	2108	Byangsi	20	2.1.1	Western Himalayish	Sharma 2003	SRS-TBLUP	17			0
541536				atikho	there	adv.	2108	Byangsi	20	2.1.1	Western Himalayish	Sharma 2003	SRS-TBLUP	18			0
541537				atimaŋ	those (used for human beings)	adv.	2108	Byangsi	20	2.1.1	Western Himalayish	Sharma 2003	SRS-TBLUP	19			0
541539				atiʃɛ	those	adv.	2108	Byangsi	20	2.1.1	Western Himalayish	Sharma 2003	SRS-TBLUP	21			0
541538				ati◦na gartɛ	that side	adv.	2108	Byangsi	20	2.1.1	Western Himalayish	Sharma 2003	SRS-TBLUP	20			0
541540				ati◦tɔksa:	that side	adv.	2108	Byangsi	20	2.1.1	Western Himalayish	Sharma 2003	SRS-TBLUP	22			0
541542				atlaŋ	that much	adv.	2108	Byangsi	20	2.1.1	Western Himalayish	Sharma 2003	SRS-TBLUP	24			0
541534				atɛ	there	adv.	2108	Byangsi	20	2.1.1	Western Himalayish	Sharma 2003	SRS-TBLUP	16			0
541532				aŋmo	lift, pick up	vi.	2108	Byangsi	20	2.1.1	Western Himalayish	Sharma 2003	SRS-TBLUP	14			0
541544				àŋʃimo	boast	vt.	2108	Byangsi	20	2.1.1	Western Himalayish	Sharma 2003	SRS-TBLUP	26			0
541568				ba	father (term of reference)	n.	2108	Byangsi	20	2.1.1	Western Himalayish	Sharma 2003	SRS-TBLUP	50			0
541556				ba:mo	fold	vt.	2108	Byangsi	20	2.1.1	Western Himalayish	Sharma 2003	SRS-TBLUP	38			0
541558				ba:ndar	monkey	n.	2108	Byangsi	20	2.1.1	Western Himalayish	Sharma 2003	SRS-TBLUP	40			0
541549				baba:	father (term of address)	n.	2108	Byangsi	20	2.1.1	Western Himalayish	Sharma 2003	SRS-TBLUP	31			0
541550				babu	father's eldest brother	n.	2108	Byangsi	20	2.1.1	Western Himalayish	Sharma 2003	SRS-TBLUP	32			0
541551				bagta:re	weather	n.	2108	Byangsi	20	2.1.1	Western Himalayish	Sharma 2003	SRS-TBLUP	33			0
541552				baili	childless woman	n.	2108	Byangsi	20	2.1.1	Western Himalayish	Sharma 2003	SRS-TBLUP	34			0
541553				balcham	braid	n.	2108	Byangsi	20	2.1.1	Western Himalayish	Sharma 2003	SRS-TBLUP	35			0
541554				balwa:	sand	n.	2108	Byangsi	20	2.1.1	Western Himalayish	Sharma 2003	SRS-TBLUP	36			0
541555				bamba:	Caudangs people	n.	2108	Byangsi	20	2.1.1	Western Himalayish	Sharma 2003	SRS-TBLUP	37			0
541557				banan sɔŋ	in-laws' village	n.	2108	Byangsi	20	2.1.1	Western Himalayish	Sharma 2003	SRS-TBLUP	39			0
541560				band5u	utensils	n.	2108	Byangsi	20	2.1.1	Western Himalayish	Sharma 2003	SRS-TBLUP	42			0
541562	bIndic			banji	sister's daughter	n.	2108	Byangsi	20	2.1.1	Western Himalayish	Sharma 2003	SRS-TBLUP	44			 5
541561	bIndic			banjɛ	sister's son	n.	2108	Byangsi	20	2.1.1	Western Himalayish	Sharma 2003	SRS-TBLUP	43			 6
541566				barje	lion	n.	2108	Byangsi	20	2.1.1	Western Himalayish	Sharma 2003	SRS-TBLUP	48			0
541567				barts	female lamb	n.	2108	Byangsi	20	2.1.1	Western Himalayish	Sharma 2003	SRS-TBLUP	49			0
541565				baŋ	place	n.	2108	Byangsi	20	2.1.1	Western Himalayish	Sharma 2003	SRS-TBLUP	47			0
541559				baŋba:lo	local name for Caudangsi language	n.	2108	Byangsi	20	2.1.1	Western Himalayish	Sharma 2003	SRS-TBLUP	41			0
541563				baŋkhar	morning	adv.	2108	Byangsi	20	2.1.1	Western Himalayish	Sharma 2003	SRS-TBLUP	45			0
541564				baŋmo	erect a wall for a house, etc.	vt.	2108	Byangsi	20	2.1.1	Western Himalayish	Sharma 2003	SRS-TBLUP	46			0
541570				be	buckwheat	n.	2108	Byangsi	20	2.1.1	Western Himalayish	Sharma 2003	SRS-TBLUP	52			0
541569				beʃimo	work in exchange	vi.	2108	Byangsi	20	2.1.1	Western Himalayish	Sharma 2003	SRS-TBLUP	51			0
541596				bhak	sound	n.	2108	Byangsi	20	2.1.1	Western Himalayish	Sharma 2003	SRS-TBLUP	78			0
541597	bIndic			bhiti	wild lizard	n.	2108	Byangsi	20	2.1.1	Western Himalayish	Sharma 2003	SRS-TBLUP	79			 7
541573	bIndic			bila	cat	n.	2108	Byangsi	20	2.1.1	Western Himalayish	Sharma 2003	SRS-TBLUP	55			 8
541576				boktsa:	uncastrated male-goat	n.	2108	Byangsi	20	2.1.1	Western Himalayish	Sharma 2003	SRS-TBLUP	58			0
541579				boŋtsɛ	donkey	n.	2108	Byangsi	20	2.1.1	Western Himalayish	Sharma 2003	SRS-TBLUP	61			0
541574	5429,m			bo◦chab	porcupine	n.	2108	Byangsi	20	2.1.1	Western Himalayish	Sharma 2003	SRS-TBLUP	56			0
541580				brɨdəm	frost in ice form	n.	2108	Byangsi	20	2.1.1	Western Himalayish	Sharma 2003	SRS-TBLUP	62			0
541581				bu:mo	carry something on the back	vt.	2108	Byangsi	20	2.1.1	Western Himalayish	Sharma 2003	SRS-TBLUP	63			0
541582				bumo	release	vt.	2108	Byangsi	20	2.1.1	Western Himalayish	Sharma 2003	SRS-TBLUP	64			0
541585				buti	butter milk	n.	2108	Byangsi	20	2.1.1	Western Himalayish	Sharma 2003	SRS-TBLUP	67			0
541583				buŋmo	pile; become long	vi.	2108	Byangsi	20	2.1.1	Western Himalayish	Sharma 2003	SRS-TBLUP	65			0
541584				buŋthɛ	tall, long	adj.	2108	Byangsi	20	2.1.1	Western Himalayish	Sharma 2003	SRS-TBLUP	66			0
541587				byam	type of carpet	n.	2108	Byangsi	20	2.1.1	Western Himalayish	Sharma 2003	SRS-TBLUP	69			0
541586				byaŋkholo	the native  name for Byangsi language	n.	2108	Byangsi	20	2.1.1	Western Himalayish	Sharma 2003	SRS-TBLUP	68			0
541589				bye	steep mountain rock	n.	2108	Byangsi	20	2.1.1	Western Himalayish	Sharma 2003	SRS-TBLUP	71			0
541590				byuliʃya:	bride	n.	2108	Byangsi	20	2.1.1	Western Himalayish	Sharma 2003	SRS-TBLUP	72			0
541591				byulo	bridegroom	n.	2108	Byangsi	20	2.1.1	Western Himalayish	Sharma 2003	SRS-TBLUP	73			0
541588				byɛdɛ	thin (in thickness, of a sheet like things)	adj.	2108	Byangsi	20	2.1.1	Western Himalayish	Sharma 2003	SRS-TBLUP	70			0
541575				bɔkrɔ	throat	n.	2108	Byangsi	20	2.1.1	Western Himalayish	Sharma 2003	SRS-TBLUP	57			0
541577				bɔla:	thumb	n.	2108	Byangsi	20	2.1.1	Western Himalayish	Sharma 2003	SRS-TBLUP	59			0
541578				bɔmo	flow, be opened	vi.	2108	Byangsi	20	2.1.1	Western Himalayish	Sharma 2003	SRS-TBLUP	60			0
541592				bədmi	bad (literally bad man)	adj.	2108	Byangsi	20	2.1.1	Western Himalayish	Sharma 2003	SRS-TBLUP	74			0
541593				bəldɛ	fat (round shaped objects)	adj.	2108	Byangsi	20	2.1.1	Western Himalayish	Sharma 2003	SRS-TBLUP	75			0
541594				bəmo	be known	vi.	2108	Byangsi	20	2.1.1	Western Himalayish	Sharma 2003	SRS-TBLUP	76			0
541595				bərmo	falling (of something from a tree, etc.)	vi.	2108	Byangsi	20	2.1.1	Western Himalayish	Sharma 2003	SRS-TBLUP	77			0
541571				bɛ	skin	n.	2108	Byangsi	20	2.1.1	Western Himalayish	Sharma 2003	SRS-TBLUP	53			0
541572				bɨe	thread	n.	2108	Byangsi	20	2.1.1	Western Himalayish	Sharma 2003	SRS-TBLUP	54			0
541598				cakti	local beer	n.	2108	Byangsi	20	2.1.1	Western Himalayish	Sharma 2003	SRS-TBLUP	80			0
541599				calkɛ	threshold	n.	2108	Byangsi	20	2.1.1	Western Himalayish	Sharma 2003	SRS-TBLUP	81			0
541600				camts	she-goat	n.	2108	Byangsi	20	2.1.1	Western Himalayish	Sharma 2003	SRS-TBLUP	82			0
541601				canpa:	person from Johar valley	n.	2108	Byangsi	20	2.1.1	Western Himalayish	Sharma 2003	SRS-TBLUP	83			0
541603				carmo	weigh	vt.	2108	Byangsi	20	2.1.1	Western Himalayish	Sharma 2003	SRS-TBLUP	85			0
541604				carpyɛ	cock	n.	2108	Byangsi	20	2.1.1	Western Himalayish	Sharma 2003	SRS-TBLUP	86			0
541602				caŋʃya:	hips	n.	2108	Byangsi	20	2.1.1	Western Himalayish	Sharma 2003	SRS-TBLUP	84			0
541607				cemo	pinch, bite	vt.	2108	Byangsi	20	2.1.1	Western Himalayish	Sharma 2003	SRS-TBLUP	89			0
541646				cha:dɛ	itch, itching sensation	n.	2108	Byangsi	20	2.1.1	Western Himalayish	Sharma 2003	SRS-TBLUP	128			0
541647				cha:mo	break (hard objects- stones etc.)	vt.	2108	Byangsi	20	2.1.1	Western Himalayish	Sharma 2003	SRS-TBLUP	129			0
541648				cha:t5o	quick, fast	adj.	2108	Byangsi	20	2.1.1	Western Himalayish	Sharma 2003	SRS-TBLUP	130			0
541650				chakta	sweet	adj.	2108	Byangsi	20	2.1.1	Western Himalayish	Sharma 2003	SRS-TBLUP	132			0
541651				chaku	cooked rice	n.	2108	Byangsi	20	2.1.1	Western Himalayish	Sharma 2003	SRS-TBLUP	133			0
541649				chak◦cha:	urine	n.	2108	Byangsi	20	2.1.1	Western Himalayish	Sharma 2003	SRS-TBLUP	131			0
541652	366			cham	wool	n.	2108	Byangsi	20	2.1.1	Western Himalayish	Sharma 2003	SRS-TBLUP	134			0
541653				chanan	tomorrow	adv.	2108	Byangsi	20	2.1.1	Western Himalayish	Sharma 2003	SRS-TBLUP	135			0
541654				chandi	hut	n.	2108	Byangsi	20	2.1.1	Western Himalayish	Sharma 2003	SRS-TBLUP	136			0
541658				chantɛ	sun light, bright	adj.	2108	Byangsi	20	2.1.1	Western Himalayish	Sharma 2003	SRS-TBLUP	140			0
541661				charmo	dry	vt.	2108	Byangsi	20	2.1.1	Western Himalayish	Sharma 2003	SRS-TBLUP	143			0
541663				chatɛ	ripe	adj.	2108	Byangsi	20	2.1.1	Western Himalayish	Sharma 2003	SRS-TBLUP	145			0
541660				chaŋ	wall	n.	2108	Byangsi	20	2.1.1	Western Himalayish	Sharma 2003	SRS-TBLUP	142			0
541655				chaŋgo	dead human body (in the house)	n.	2108	Byangsi	20	2.1.1	Western Himalayish	Sharma 2003	SRS-TBLUP	137			0
541656				chaŋkaro	type of basket	n.	2108	Byangsi	20	2.1.1	Western Himalayish	Sharma 2003	SRS-TBLUP	138			0
541657				chaŋpaŋ	courtyard	n.	2108	Byangsi	20	2.1.1	Western Himalayish	Sharma 2003	SRS-TBLUP	139			0
541659				chaŋti	water drop	n.	2108	Byangsi	20	2.1.1	Western Himalayish	Sharma 2003	SRS-TBLUP	141			0
541662				chaʃimo	hide	vi.	2108	Byangsi	20	2.1.1	Western Himalayish	Sharma 2003	SRS-TBLUP	144			0
541664				chà	fodder mixed with some corn	n.	2108	Byangsi	20	2.1.1	Western Himalayish	Sharma 2003	SRS-TBLUP	146			0
541666				chekmo	cut something with scissors (cloth etc.)	vt.	2108	Byangsi	20	2.1.1	Western Himalayish	Sharma 2003	SRS-TBLUP	148			0
541667				cheme	elder brother's wife	n.	2108	Byangsi	20	2.1.1	Western Himalayish	Sharma 2003	SRS-TBLUP	149			0
541669				chilmo	wash clothes	vt.	2108	Byangsi	20	2.1.1	Western Himalayish	Sharma 2003	SRS-TBLUP	151			0
541670				chimmo	tether animals	vt.	2108	Byangsi	20	2.1.1	Western Himalayish	Sharma 2003	SRS-TBLUP	152			0
541671				chincha:	liver	n.	2108	Byangsi	20	2.1.1	Western Himalayish	Sharma 2003	SRS-TBLUP	153			0
541672				chirbe	dried cheese	n.	2108	Byangsi	20	2.1.1	Western Himalayish	Sharma 2003	SRS-TBLUP	154			0
541673				chirmo	milch	vt.	2108	Byangsi	20	2.1.1	Western Himalayish	Sharma 2003	SRS-TBLUP	155			0
541674				chiʃide	love	n.	2108	Byangsi	20	2.1.1	Western Himalayish	Sharma 2003	SRS-TBLUP	156			0
541675				chiʃimo	feed each other, feed oneself	vt.	2108	Byangsi	20	2.1.1	Western Himalayish	Sharma 2003	SRS-TBLUP	157			0
541676				chı̀mo	feed, close	vt.	2108	Byangsi	20	2.1.1	Western Himalayish	Sharma 2003	SRS-TBLUP	158			0
541679				choŋ	piece	n.	2108	Byangsi	20	2.1.1	Western Himalayish	Sharma 2003	SRS-TBLUP	161			0
541677				chò	lake	n.	2108	Byangsi	20	2.1.1	Western Himalayish	Sharma 2003	SRS-TBLUP	159			0
541678				chò:	spoon	n.	2108	Byangsi	20	2.1.1	Western Himalayish	Sharma 2003	SRS-TBLUP	160			0
541683				chubu	mole	n.	2108	Byangsi	20	2.1.1	Western Himalayish	Sharma 2003	SRS-TBLUP	165			0
541684				chusar	rose colour	adj.	2108	Byangsi	20	2.1.1	Western Himalayish	Sharma 2003	SRS-TBLUP	166			0
541685				chùmo	win, collect (mass nouns things like corn, etc.)	vi.	2108	Byangsi	20	2.1.1	Western Himalayish	Sharma 2003	SRS-TBLUP	167			0
541686				chyamo	be hot	vi.	2108	Byangsi	20	2.1.1	Western Himalayish	Sharma 2003	SRS-TBLUP	168			0
541687				chyàpa:	summer	adj.	2108	Byangsi	20	2.1.1	Western Himalayish	Sharma 2003	SRS-TBLUP	169			0
541680				chɔkʃimo	itch	vt.	2108	Byangsi	20	2.1.1	Western Himalayish	Sharma 2003	SRS-TBLUP	162			0
541681				chɔlmo	peel something like potato or some vegetables with hard skin	vt.	2108	Byangsi	20	2.1.1	Western Himalayish	Sharma 2003	SRS-TBLUP	163			0
541682			65:5814,65:m	chɔ̀ mo	dye, mix	vt.	2108	Byangsi	20	2.1.1	Western Himalayish	Sharma 2003	SRS-TBLUP	164			0
