lexicon.rn	analysis	user_an	other_an	lexicon.reflex	lexicon.gloss	lexicon.gfn	languagenames.lgid	languagenames.language	languagegroups.grpid	languagegroups.grpno	languagegroups.grp	citation	languagenames.srcabbr	lexicon.srcid	lexicon.semkey	chapters.chaptertitle	num_notes
431105				(thaŋ ma) hȵa ra	winnow	v.	1837	Tibetan (Xiahe)	24	2.1.2.1	Tibetan	Huang and Dai 92 TBL	TBL	1748.04	3.1.10	Verbs involving plants	0
399115				a dzo	good		1837	Tibetan (Xiahe)	24	2.1.2.1	Tibetan	Huang and Dai 92 TBL	TBL	1052.04	9.6.1.1	Positive Qualities	0
363412				a jaŋ ndzə	mosquito	n	1837	Tibetan (Xiahe)	24	2.1.2.1	Tibetan	Huang and Dai 92 TBL	TBL	0360.04	2.2.6	Insects, Arachnids, and Worms	0
399176				a χa ma	bad		1837	Tibetan (Xiahe)	24	2.1.2.1	Tibetan	Huang and Dai 92 TBL	TBL	1053.04	9.6.2.1	Negative Qualities	0
423006				da	drive out / expel	v.	1837	Tibetan (Xiahe)	24	2.1.2.1	Tibetan	Huang and Dai 92 TBL	TBL	1576.04	6.7.10	Move with something else	0
434001				da	chase after	v.	1837	Tibetan (Xiahe)	24	2.1.2.1	Tibetan	Huang and Dai 92 TBL	TBL	1811.04	6.7.10	Move with something else	0
428172				da taŋ	notify / inform	v.	1837	Tibetan (Xiahe)	24	2.1.2.1	Tibetan	Huang and Dai 92 TBL	TBL	1685.04	8.5.14.2	Reveal or give information	0
345195				da wa	moon	n	1837	Tibetan (Xiahe)	24	2.1.2.1	Tibetan	Huang and Dai 92 TBL	TBL	0004.04	3.2.2	Planets/Meteorological objects/Sky	0
415928			65:5851	dal	chew	v.	1837	Tibetan (Xiahe)	24	2.1.2.1	Tibetan	Huang and Dai 92 TBL	TBL	1424.04	1.3.4	Tooth	0
428094				dal	stop / cease	v.	1837	Tibetan (Xiahe)	24	2.1.2.1	Tibetan	Huang and Dai 92 TBL	TBL	1683.04	6.7.11	Movement (general)	0
403300	5440			dam	bind / tie up		1837	Tibetan (Xiahe)	24	2.1.2.1	Tibetan	Huang and Dai 92 TBL	TBL	1141.04	6.13.1	Tying	0
370017				dan	blanket (felt)	n	1837	Tibetan (Xiahe)	24	2.1.2.1	Tibetan	Huang and Dai 92 TBL	TBL	0488.04	5.11.9.4	Furnishings	0
409567				dap	hammer in (a nail)	v.	1837	Tibetan (Xiahe)	24	2.1.2.1	Tibetan	Huang and Dai 92 TBL	TBL	1280.04	5.11.5.4	Workshop use/Equipment	0
432591			65:5852	dap	blink / wink	v.	1837	Tibetan (Xiahe)	24	2.1.2.1	Tibetan	Huang and Dai 92 TBL	TBL	1780.04	1.2.6.12	Blink/Wink	0
392666			65:2692,65:m	dap htɕəχ	double / twice	clf	1837	Tibetan (Xiahe)	24	2.1.2.1	Tibetan	Huang and Dai 92 TBL	TBL	0927.04	9.9	Numbers and numeric expression	0
420655				dar	whet (a knife)	v.	1837	Tibetan (Xiahe)	24	2.1.2.1	Tibetan	Huang and Dai 92 TBL	TBL	1526.04	6.9.2	Carve, shave	0
427853				daŋ	jump	v.	1837	Tibetan (Xiahe)	24	2.1.2.1	Tibetan	Huang and Dai 92 TBL	TBL	1678.04	6.7.8	Downward	0
427903				daŋ	pulse / beat	v.	1837	Tibetan (Xiahe)	24	2.1.2.1	Tibetan	Huang and Dai 92 TBL	TBL	1679.04	1.7.1.1	Heartbeat/Pulse	0
432820			65:5705	daŋ	open (the mouth)	v.	1837	Tibetan (Xiahe)	24	2.1.2.1	Tibetan	Huang and Dai 92 TBL	TBL	1785.04	6.2.2.6.1	Open	0
427661	629			daχ	lick / lap	v.	1837	Tibetan (Xiahe)	24	2.1.2.1	Tibetan	Huang and Dai 92 TBL	TBL	1674.04	1.3.3.1	Lick	0
425629				daχ jə	put in order / tidy	v.	1837	Tibetan (Xiahe)	24	2.1.2.1	Tibetan	Huang and Dai 92 TBL	TBL	1632.04	6.17	Putting	0
355912				daχ kwo	host / master	n	1837	Tibetan (Xiahe)	24	2.1.2.1	Tibetan	Huang and Dai 92 TBL	TBL	0212.04	4.4.2	Clans and neighbors	0
393414				de	other person(s)	pron	1837	Tibetan (Xiahe)	24	2.1.2.1	Tibetan	Huang and Dai 92 TBL	TBL	0941.04	8.1	Abstract Entities	0
398858				de mba	true		1837	Tibetan (Xiahe)	24	2.1.2.1	Tibetan	Huang and Dai 92 TBL	TBL	1047.04	9.6.1.1	Positive Qualities	0
396164				de mo	level / flat	adj	1837	Tibetan (Xiahe)	24	2.1.2.1	Tibetan	Huang and Dai 92 TBL	TBL	0994.04	7.1.5.4	Position - front/back/side-side	0
402315			65:5855,65:s	de mo	safe and sound		1837	Tibetan (Xiahe)	24	2.1.2.1	Tibetan	Huang and Dai 92 TBL	TBL	1119.04	9.6.1.1	Positive Qualities	0
348367				de wa	village	n	1837	Tibetan (Xiahe)	24	2.1.2.1	Tibetan	Huang and Dai 92 TBL	TBL	0066.04	5.8	Religion	0
375036				dep ȵəχ	key	n	1837	Tibetan (Xiahe)	24	2.1.2.1	Tibetan	Huang and Dai 92 TBL	TBL	0585.04	5.1	Waste products	0
360997	506,s			der mo	claw / talon	n	1837	Tibetan (Xiahe)	24	2.1.2.1	Tibetan	Huang and Dai 92 TBL	TBL	0307.04	1.5.10.4	Claw/Talon/Pincer	0
415002				di	assemble / muster (a team)	v.	1837	Tibetan (Xiahe)	24	2.1.2.1	Tibetan	Huang and Dai 92 TBL	TBL	1403.04	6.19	Social action	0
347172				do	stone	n	1837	Tibetan (Xiahe)	24	2.1.2.1	Tibetan	Huang and Dai 92 TBL	TBL	0043.04	3.2.9	Rocks and minerals	0
377188				do hkor	trip-hammer for hulling rice (stone)	n	1837	Tibetan (Xiahe)	24	2.1.2.1	Tibetan	Huang and Dai 92 TBL	TBL	0626.04	6.7.3	Awkwardly, Irregularly, Abruptly	0
377248				do ri	pestle	n	1837	Tibetan (Xiahe)	24	2.1.2.1	Tibetan	Huang and Dai 92 TBL	TBL	0628.04	5.5	Cooking Implements	0
347957				do sho	coal	n	1837	Tibetan (Xiahe)	24	2.1.2.1	Tibetan	Huang and Dai 92 TBL	TBL	0058.04	3.2.4	Elements, metals, alloys	0
354613				do zo	boatman	n	1837	Tibetan (Xiahe)	24	2.1.2.1	Tibetan	Huang and Dai 92 TBL	TBL	0187.04	4.2.1	Occupations	0
363464				dom	spider	n	1837	Tibetan (Xiahe)	24	2.1.2.1	Tibetan	Huang and Dai 92 TBL	TBL	0361.04	2.2.6	Insects, Arachnids, and Worms	0
406020			65:296	doŋ	pestle / pound	v	1837	Tibetan (Xiahe)	24	2.1.2.1	Tibetan	Huang and Dai 92 TBL	TBL	1201.04	5.5	Cooking Implements	0
406886	296			doŋ	beat / thump		1837	Tibetan (Xiahe)	24	2.1.2.1	Tibetan	Huang and Dai 92 TBL	TBL	1220.04	6.8	Striking, hitting verbs	0
422769	296			doŋ	knock / strike	v.	1837	Tibetan (Xiahe)	24	2.1.2.1	Tibetan	Huang and Dai 92 TBL	TBL	1571.04	6.8	Striking, hitting verbs	0
