/reconstructions/489	PS	*ˀab-	Akkadian	abu	father	abu	abu
/reconstructions/489	PS	*ˀab-	Ugaritic	ˀab	father	ˀab	ˀab
/reconstructions/489	PS	*ˀab-	Hebrew	ˀāb	father	ˀāb	ˀāb
/reconstructions/489	PS	*ˀab-	Syriac	ˀabbā	father	ˀabbā	ˀabbā
/reconstructions/489	PS	*ˀab-	Arabic	ˀab-	father	ˀab-	ˀab
/reconstructions/489	PS	*ˀab-	Sabaic	ˀb	father	ˀb	ˀb
/reconstructions/489	PS	*ˀab-	Minaean	ˀb	father	ˀb	ˀb
/reconstructions/489	PS	*ˀab-	Qatabanian	ˀb	father	ˀb	ˀb
/reconstructions/489	PS	*ˀab-	Geez	ˀab	father	ˀab	ˀab
/reconstructions/489	PS	*ˀab-	Tigre	ˀab	father	ˀab	ˀab
/reconstructions/489	PS	*ˀab-	Tigrinya	ˀabbo	father	ˀabbo	ˀabbo
/reconstructions/489	PS	*ˀab-	Amharic	abbat	father	abbat	abbat
/reconstructions/489	PS	*ˀab-	Argobba	aw, abba	father	aw	aw
/reconstructions/489	PS	*ˀab-	Argobba	aw, abba	father	abba	abba
/reconstructions/489	PS	*ˀab-	Harari	āw	father	āw	āw
/reconstructions/489	PS	*ˀab-	Selti	abot	father	abot	abot
/reconstructions/489	PS	*ˀab-	Wolane	abbä, aḇot	father	abbä	abbä
/reconstructions/489	PS	*ˀab-	Wolane	abbä, aḇot	father	aḇot	aḇot
/reconstructions/489	PS	*ˀab-	Zway	ābu	father	ābu	ābu
/reconstructions/489	PS	*ˀab-	Soqotri	éˀeb, eb	big (m.)	éˀeb	éˀeb
/reconstructions/489	PS	*ˀab-	Soqotri	éˀeb, eb	big (m.)	eb	eb
/reconstructions/359	PS	*ˀabbVk-	Syriac	ˀabakkā, ˀābkā, bakkā	rooster, cock	ˀabakkā	ˀabakkā
/reconstructions/359	PS	*ˀabbVk-	Syriac	ˀabakkā, ˀābkā, bakkā	rooster, cock	ˀābkā	ˀābkā
/reconstructions/359	PS	*ˀabbVk-	Syriac	ˀabakkā, ˀābkā, bakkā	rooster, cock	bakkā	bakkā
